

 1D internal forces





Type Name	Name	1D internal forces
1D internal forces	1D internal forces	See table 1

Table 1
Type Name	1D internal forces
1D internal forces	Linear calculation  Combination: ULS-Set B (auto)  Coordinate system: Principal  Extreme 1D: Member  Selection: All    See table 2

Table 2
Name	dx  [m]	Case	N  [kN]	V_{y}  [kN]	V_{z}  [kN]	M_{x}  [kNm]	M_{y}  [kNm]	M_{z}  [kNm]
B264	0.000	ULS-Set  B  (auto)/1	-12076.16	-522.46	-31.71	-284.02	-304.94	1226.95
B264	0.000	ULS-Set  B  (auto)/2	-8945.31	-387.01	-23.49	-210.39	-225.88	908.85
B264	4.249	ULS-Set  B  (auto)/1	-12059.85	-522.46	-97.57	-284.02	-579.62	-993.06
B265	1.482	ULS-Set  B  (auto)/2	-954.46	1316.34	102.93	138.82	-78.30	988.87
B265	0.000	ULS-Set  B  (auto)/1	-1298.98	1777.07	160.18	187.41	-327.35	-1298.35
B265	1.482	ULS-Set  B  (auto)/1	-1288.52	1777.07	138.96	187.41	-105.71	1334.97
B266	3.039	ULS-Set  B  (auto)/2	1895.84	318.27	282.66	-33.15	978.68	540.32
B266	0.000	ULS-Set  B  (auto)/2	1893.74	318.27	318.55	-33.15	65.15	-426.89
B266	0.000	ULS-Set  B  (auto)/1	2556.55	429.66	430.04	-44.75	87.95	-576.30
B266	3.039	ULS-Set  B  (auto)/1	2559.38	429.66	381.60	-44.75	1321.22	729.43
B267	0.000	ULS-Set  B  (auto)/1	-2002.19	-517.25	-143.55	-228.04	1.89	715.28
B267	0.000	ULS-Set  B  (auto)/2	-1483.11	-383.15	-106.33	-168.92	1.40	529.84
B267	3.187	ULS-Set  B  (auto)/1	-2019.60	-517.25	-191.38	-228.04	-531.89	-933.41
B268	2.952	ULS-Set  B  (auto)/2	-612.91	41.13	1.83	-7.46	533.63	99.82
B268	0.000	ULS-Set  B  (auto)/2	-616.99	41.13	36.50	-7.46	477.06	-21.57
B268	0.000	ULS-Set  B  (auto)/1	-832.93	55.52	49.28	-10.07	644.03	-29.12
B268	2.952	ULS-Set  B  (auto)/1	-827.43	55.52	2.47	-10.07	720.39	134.76
B269	0.000	ULS-Set  B  (auto)/1	-698.22	-49.83	0.43	-27.70	738.54	7.21
B269	0.000	ULS-Set  B  (auto)/2	-517.20	-36.91	0.32	-20.52	547.07	5.34
B269	1.938	ULS-Set  B  (auto)/2	-518.58	-36.91	-22.56	-20.52	525.51	-66.20
B269	1.938	ULS-Set  B  (auto)/1	-700.09	-49.83	-30.46	-27.70	709.44	-89.36
B270	1.193	ULS-Set  B  (auto)/1	-2701.15	702.62	-102.78	6.73	1175.30	424.06
B270	0.000	ULS-Set  B  (auto)/2	-1998.83	520.46	-62.17	4.99	953.08	-306.71
B270	1.193	ULS-Set  B  (auto)/2	-2000.85	520.46	-76.13	4.99	870.59	314.12
B270	0.000	ULS-Set  B  (auto)/1	-2698.42	702.62	-83.93	6.73	1286.66	-414.06
B271	0.000	ULS-Set  B  (auto)/1	-1393.97	-189.57	24.24	54.69	876.52	309.53
B271	0.000	ULS-Set  B  (auto)/2	-1032.57	-140.42	17.95	40.51	649.27	229.28
B271	1.409-	ULS-Set  B  (auto)/1	-1397.14	-189.57	1.97	54.69	894.97	42.50
B271	2.817	ULS-Set  B  (auto)/1	-1400.31	-189.57	-20.30	54.69	882.06	-224.53
B272	0.914	ULS-Set  B  (auto)/1	-1031.31	372.74	-59.50	8.72	662.63	94.55
B272	0.000	ULS-Set  B  (auto)/2	-763.67	276.11	-33.27	6.46	526.19	-182.40
B272	0.914	ULS-Set  B  (auto)/2	-763.93	276.11	-44.08	6.46	490.83	70.03
B272	0.000	ULS-Set  B  (auto)/1	-1030.95	372.74	-44.91	8.72	710.36	-246.24
B273	0.000	ULS-Set  B  (auto)/1	-757.37	-77.54	69.56	5.61	588.48	166.19
B273	4.298	ULS-Set  B  (auto)/2	-554.50	-57.43	1.11	4.15	549.02	-123.75
B273	0.000	ULS-Set  B  (auto)/2	-561.01	-57.43	51.53	4.15	435.91	123.10
B273	4.298	ULS-Set  B  (auto)/1	-748.58	-77.54	1.49	5.61	741.18	-167.06
B274	0.000	ULS-Set  B  (auto)/1	-2335.34	-268.40	21.69	-41.36	706.04	517.40
B274	3.117	ULS-Set  B  (auto)/2	-1726.49	-198.82	-20.65	-30.64	515.86	-236.43
B274	1.385	ULS-Set  B  (auto)/1	-2333.31	-268.40	-0.34	-41.36	720.83	145.59
B274	3.117	ULS-Set  B  (auto)/1	-2330.77	-268.40	-27.87	-41.36	696.41	-319.18
B275	0.000	ULS-Set  B  (auto)/1	-2899.62	-118.26	14.00	18.78	837.43	7.54
B275	2.073	ULS-Set  B  (auto)/2	-2145.94	-87.60	-14.08	13.91	616.47	-176.01
B275	1.036-	ULS-Set  B  (auto)/1	-2898.32	-118.26	-2.50	18.78	843.38	-115.03
B275	2.073	ULS-Set  B  (auto)/1	-2897.01	-118.26	-19.00	18.78	832.24	-237.61
B276	0.000	ULS-Set  B  (auto)/1	-1174.64	-142.09	27.79	2.08	581.87	310.53
B276	0.000	ULS-Set  B  (auto)/2	-870.10	-105.25	20.58	1.54	431.02	230.02
B276	4.258	ULS-Set  B  (auto)/2	-873.07	-105.25	-29.70	1.54	411.61	-218.19
B276	1.638	ULS-Set  B  (auto)/1	-1176.18	-142.09	1.68	2.08	606.01	77.81
B276	4.258	ULS-Set  B  (auto)/1	-1178.64	-142.09	-40.10	2.08	555.67	-294.55
B277	1.106	ULS-Set  B  (auto)/1	-1744.19	416.25	-29.08	30.42	1085.83	395.84
B277	0.000	ULS-Set  B  (auto)/2	-1290.80	308.34	-8.51	22.54	820.94	-47.87
B277	1.106	ULS-Set  B  (auto)/2	-1292.00	308.34	-21.54	22.54	804.32	293.21
B277	0.000	ULS-Set  B  (auto)/1	-1742.58	416.25	-11.48	30.42	1108.27	-64.62
B278	0.000	ULS-Set  B  (auto)/1	309.77	-46.55	19.11	-6.68	548.28	0.31
B278	3.675	ULS-Set  B  (auto)/2	227.28	-34.48	-29.26	-4.95	378.38	-126.51
B278	1.336	ULS-Set  B  (auto)/1	308.70	-46.55	-2.20	-6.68	559.58	-61.91
B278	3.675	ULS-Set  B  (auto)/1	306.83	-46.55	-39.50	-6.68	510.81	-170.78
B279	3.777	ULS-Set  B  (auto)/2	-1583.96	-172.81	109.10	-15.98	594.97	-291.33
B279	0.000	ULS-Set  B  (auto)/1	-2144.41	-233.30	207.29	-21.58	133.68	487.75
B279	0.000	ULS-Set  B  (auto)/2	-1588.45	-172.81	153.55	-15.98	99.02	361.30
B279	3.777	ULS-Set  B  (auto)/1	-2138.34	-233.30	147.29	-21.58	803.21	-393.29
B280	2.936	ULS-Set  B  (auto)/2	-236.62	129.52	130.98	22.18	389.29	191.99
B280	0.000	ULS-Set  B  (auto)/1	-331.60	174.85	222.11	29.94	-60.15	-254.22
B280	2.936	ULS-Set  B  (auto)/1	-319.44	174.85	176.83	29.94	525.54	259.19
B281	0.000	ULS-Set  B  (auto)/1	237.65	-159.83	-41.68	-13.72	576.30	302.97
B281	0.000	ULS-Set  B  (auto)/2	176.04	-118.39	-30.88	-10.16	426.89	224.42
B281	2.506	ULS-Set  B  (auto)/2	175.66	-118.39	-60.52	-10.16	312.37	-72.27
B281	2.506	ULS-Set  B  (auto)/1	237.15	-159.83	-81.70	-13.72	421.71	-97.57
B282	0.000	ULS-Set  B  (auto)/1	-1940.97	-938.96	-59.58	-111.21	352.82	742.02
B282	0.000	ULS-Set  B  (auto)/2	-1437.76	-695.53	-44.13	-82.38	261.35	549.64
B282	1.999	ULS-Set  B  (auto)/2	-1444.63	-695.53	-66.76	-82.38	150.48	-841.02
B282	1.999	ULS-Set  B  (auto)/1	-1950.25	-938.96	-90.13	-111.21	203.15	-1135.38
B283	0.000	ULS-Set  B  (auto)/2	-449.21	1130.88	-279.00	38.58	382.14	-1028.49
B283	1.797	ULS-Set  B  (auto)/1	-614.88	1526.69	-404.07	52.08	-185.68	1355.33
B283	0.000	ULS-Set  B  (auto)/1	-606.43	1526.69	-376.65	52.08	515.89	-1388.47
B284	0.000	ULS-Set  B  (auto)/1	-2844.66	-353.35	-70.47	39.70	965.27	431.98
B284	0.000	ULS-Set  B  (auto)/2	-2107.16	-261.74	-52.20	29.41	715.01	319.98
B284	2.118	ULS-Set  B  (auto)/2	-2110.50	-261.74	-77.03	29.41	578.15	-234.43
B284	2.118	ULS-Set  B  (auto)/1	-2849.18	-353.35	-103.99	39.70	780.50	-316.48
B285	0.000	ULS-Set  B  (auto)/2	482.43	369.62	-98.08	-55.23	342.30	-482.36
B285	2.215	ULS-Set  B  (auto)/1	643.00	498.99	-166.81	-74.56	130.65	454.30
B285	2.215	ULS-Set  B  (auto)/2	476.30	369.62	-123.56	-55.23	96.78	336.52
B285	0.000	ULS-Set  B  (auto)/1	651.29	498.99	-132.41	-74.56	462.11	-651.19
B286	0.000	ULS-Set  B  (auto)/1	542.80	-449.19	153.40	134.47	335.96	507.77
B286	2.104	ULS-Set  B  (auto)/2	401.39	-332.73	88.75	99.60	461.73	-323.81
B286	0.000	ULS-Set  B  (auto)/2	402.07	-332.73	113.63	99.60	248.86	376.13
B286	2.104	ULS-Set  B  (auto)/1	541.87	-449.19	119.82	134.47	623.33	-437.15
B287	2.555	ULS-Set  B  (auto)/2	-505.77	-246.95	91.33	-22.86	645.00	-314.70
B287	0.000	ULS-Set  B  (auto)/1	-687.91	-333.38	163.78	-30.85	503.95	427.06
B287	0.000	ULS-Set  B  (auto)/2	-509.56	-246.95	121.32	-22.86	373.30	316.34
B287	2.555	ULS-Set  B  (auto)/1	-682.79	-333.38	123.30	-30.85	870.75	-424.85
B288	2.091	ULS-Set  B  (auto)/2	-374.06	232.13	61.76	-12.80	265.36	206.47
B288	0.000	ULS-Set  B  (auto)/2	-380.16	232.13	85.73	-12.80	111.16	-278.90
B288	0.000	ULS-Set  B  (auto)/1	-513.21	313.38	115.74	-17.28	150.07	-376.51
B288	2.091	ULS-Set  B  (auto)/1	-504.98	313.38	83.38	-17.28	358.23	278.73
B289	0.000	ULS-Set  B  (auto)/1	-1471.07	-324.04	-62.77	52.41	787.04	449.72
B289	0.000	ULS-Set  B  (auto)/2	-1089.68	-240.03	-46.50	38.82	583.00	333.13
B289	2.493	ULS-Set  B  (auto)/2	-1089.41	-240.03	-75.98	38.82	430.34	-265.20
B289	2.493	ULS-Set  B  (auto)/1	-1470.70	-324.04	-102.58	52.41	580.96	-358.02
B290	2.796	ULS-Set  B  (auto)/1	-1779.44	24.64	-36.89	12.38	742.61	138.42
B290	0.000	ULS-Set  B  (auto)/1	-1778.73	24.64	7.75	12.38	783.33	69.54
B290	2.796	ULS-Set  B  (auto)/2	-1318.11	18.25	-27.32	9.17	550.08	102.53
B290	0.349	ULS-Set  B  (auto)/1	-1778.82	24.64	2.17	12.38	785.07	78.15
B290	0.000	ULS-Set  B  (auto)/2	-1317.58	18.25	5.74	9.17	580.25	51.51
B291	2.705	ULS-Set  B  (auto)/1	-915.07	61.16	-40.75	-3.86	491.76	-9.67
B291	2.705	ULS-Set  B  (auto)/2	-677.83	45.30	-30.18	-2.86	364.27	-7.17
B291	0.000	ULS-Set  B  (auto)/1	-915.55	61.16	2.46	-3.86	543.55	-175.14
B292	4.954	ULS-Set  B  (auto)/2	-1875.44	-52.06	-12.07	-7.20	548.27	-130.79
B292	0.000	ULS-Set  B  (auto)/1	-2533.18	-70.28	62.81	-9.73	624.93	171.60
B292	0.000	ULS-Set  B  (auto)/2	-1876.43	-52.06	46.53	-7.20	462.91	127.11
B292	3.963	ULS-Set  B  (auto)/1	-2532.11	-70.28	-0.47	-9.73	748.46	-106.94
B292	4.954	ULS-Set  B  (auto)/1	-2531.85	-70.28	-16.29	-9.73	740.16	-176.57
B293	0.000	ULS-Set  B  (auto)/1	-682.18	-140.44	37.08	0.78	540.15	222.51
B293	0.000	ULS-Set  B  (auto)/2	-505.32	-104.03	27.47	0.58	400.11	164.82
B293	2.413	ULS-Set  B  (auto)/1	-682.83	-140.44	-1.45	0.78	583.15	-116.40
B293	3.447	ULS-Set  B  (auto)/1	-683.12	-140.44	-17.96	0.78	573.11	-261.64
B294	1.599	ULS-Set  B  (auto)/2	-5976.65	-1110.70	-49.53	-194.75	-163.36	-817.62
B294	0.000	ULS-Set  B  (auto)/1	-8077.82	-1499.44	-43.10	-262.91	-132.63	1293.68
B294	0.000	ULS-Set  B  (auto)/2	-5983.57	-1110.70	-31.93	-194.75	-98.24	958.28
B294	1.599	ULS-Set  B  (auto)/1	-8068.48	-1499.44	-66.87	-262.91	-220.54	-1103.79
B295	3.485	ULS-Set  B  (auto)/2	-353.61	662.77	266.68	186.29	315.73	1023.94
B295	0.000	ULS-Set  B  (auto)/1	-490.04	894.74	414.21	251.49	-923.02	-1736.22
B295	3.485	ULS-Set  B  (auto)/1	-477.37	894.74	360.01	251.49	426.24	1382.32
B296	1.141	ULS-Set  B  (auto)/2	561.52	-2830.30	-1026.16	-210.03	-544.40	-1598.78
B296	0.000	ULS-Set  B  (auto)/1	764.46	-3820.90	-1368.26	-283.54	835.52	2200.07
B296	0.000	ULS-Set  B  (auto)/2	566.27	-2830.30	-1013.52	-210.03	618.91	1629.68
B296	1.141	ULS-Set  B  (auto)/1	758.05	-3820.90	-1385.31	-283.54	-734.94	-2158.35
B297	4.437	ULS-Set  B  (auto)/1	-12310.82	576.53	52.47	241.58	-253.96	1279.63
B297	4.437	ULS-Set  B  (auto)/2	-9119.13	427.06	38.86	178.95	-188.12	947.87
B297	0.000	ULS-Set  B  (auto)/2	-9106.55	427.06	89.82	178.95	-473.58	-946.87
B297	0.000	ULS-Set  B  (auto)/1	-12293.84	576.53	121.25	241.58	-639.33	-1278.27
B298	3.671	ULS-Set  B  (auto)/1	-2182.78	203.51	-160.63	8.04	361.15	516.99
B298	0.000	ULS-Set  B  (auto)/2	-1613.74	150.75	-75.68	5.95	624.79	-170.38
B298	3.671	ULS-Set  B  (auto)/2	-1616.87	150.75	-118.98	5.95	267.52	382.96
B298	0.000	ULS-Set  B  (auto)/1	-2178.55	203.51	-102.16	8.04	843.46	-230.01
B299	1.008	ULS-Set  B  (auto)/2	59.88	-1575.70	444.63	2.75	402.43	-891.78
B299	0.000	ULS-Set  B  (auto)/2	56.52	-1575.70	456.07	2.75	-51.60	696.79
B299	0.000	ULS-Set  B  (auto)/1	76.30	-2127.20	615.70	3.72	-69.66	940.67
B299	1.008	ULS-Set  B  (auto)/1	80.84	-2127.20	600.25	3.72	543.28	-1203.90
B300	2.117	ULS-Set  B  (auto)/2	-1290.23	560.70	71.32	76.20	382.55	483.80
B300	0.000	ULS-Set  B  (auto)/2	-1297.42	560.70	95.31	76.20	206.14	-703.38
B300	0.000	ULS-Set  B  (auto)/1	-1751.52	756.95	128.67	102.87	278.29	-949.56
B300	2.117	ULS-Set  B  (auto)/1	-1741.81	756.95	96.28	102.87	516.44	653.14
B301	0.000	ULS-Set  B  (auto)/1	486.64	-7.31	40.00	-8.54	414.84	10.28
B301	0.000	ULS-Set  B  (auto)/2	360.47	-5.41	29.63	-6.32	307.29	7.62
B301	2.464	ULS-Set  B  (auto)/1	486.82	-7.31	0.66	-8.54	464.92	-7.72
B301	2.816	ULS-Set  B  (auto)/1	486.85	-7.31	-4.96	-8.54	464.16	-10.30
B302	0.000	ULS-Set  B  (auto)/1	-175.28	-202.47	-193.88	-19.62	473.43	224.94
B302	0.000	ULS-Set  B  (auto)/2	-129.84	-149.98	-143.62	-14.54	350.69	166.62
B302	2.412	ULS-Set  B  (auto)/1	-185.50	-202.47	-231.02	-19.62	-39.01	-263.44
B303	3.114	ULS-Set  B  (auto)/2	-2011.68	69.73	16.63	-35.54	396.82	251.99
B303	0.000	ULS-Set  B  (auto)/1	-2728.31	94.13	70.57	-47.97	390.88	47.08
B303	0.000	ULS-Set  B  (auto)/2	-2020.97	69.73	52.27	-35.54	289.54	34.88
B303	3.114	ULS-Set  B  (auto)/1	-2715.77	94.13	22.45	-47.97	535.71	340.19
B304	2.260	ULS-Set  B  (auto)/1	-324.31	168.89	90.03	-46.39	594.03	11.05
B304	2.260	ULS-Set  B  (auto)/2	-240.23	125.10	66.69	-34.37	440.02	8.18
B304	0.000	ULS-Set  B  (auto)/2	-239.69	125.10	93.42	-34.37	259.09	-274.58
B304	0.000	ULS-Set  B  (auto)/1	-323.58	168.89	126.11	-46.39	349.77	-370.68
B305	0.000	ULS-Set  B  (auto)/1	-632.96	-166.99	-50.89	28.91	702.01	273.24
B305	0.000	ULS-Set  B  (auto)/2	-468.86	-123.70	-37.70	21.42	520.01	202.40
B305	3.115	ULS-Set  B  (auto)/2	-474.64	-123.70	-74.10	21.42	345.87	-182.97
B305	3.115	ULS-Set  B  (auto)/1	-640.76	-166.99	-100.03	28.91	466.92	-247.01
B306	1.942	ULS-Set  B  (auto)/1	-22.95	501.02	-177.63	13.30	322.29	483.22
B306	0.000	ULS-Set  B  (auto)/2	-11.90	371.13	-109.17	9.85	472.54	-362.91
B306	1.942	ULS-Set  B  (auto)/2	-17.00	371.13	-131.58	9.85	238.73	357.94
B306	0.000	ULS-Set  B  (auto)/1	-16.06	501.02	-147.38	13.30	637.93	-489.93
B307	2.860	ULS-Set  B  (auto)/2	-620.56	-384.27	79.92	-7.67	556.47	-614.89
B307	0.000	ULS-Set  B  (auto)/1	-840.63	-518.77	153.48	-10.35	377.46	653.60
B307	0.000	ULS-Set  B  (auto)/2	-622.69	-384.27	113.69	-7.67	279.60	484.15
B307	2.860	ULS-Set  B  (auto)/1	-837.76	-518.77	107.90	-10.35	751.23	-830.10
B308	0.000	ULS-Set  B  (auto)/1	-2654.03	-131.73	25.54	-16.42	976.01	59.56
B308	0.000	ULS-Set  B  (auto)/2	-1965.95	-97.58	18.92	-12.16	722.97	44.12
B308	1.434	ULS-Set  B  (auto)/1	-2654.89	-131.73	2.65	-16.42	996.23	-129.38
B308	2.151	ULS-Set  B  (auto)/1	-2655.32	-131.73	-8.79	-16.42	994.03	-223.86
B309	0.182	ULS-Set  B  (auto)/1	-348.71	1468.37	-86.91	-155.82	885.05	316.93
B309	0.000	ULS-Set  B  (auto)/1	-348.35	1468.37	-84.03	-155.82	900.57	50.22
B309	0.182	ULS-Set  B  (auto)/2	-258.30	1087.68	-64.37	-115.42	655.59	234.76
B309	0.000	ULS-Set  B  (auto)/2	-258.03	1087.68	-62.24	-115.42	667.09	37.20
B310	4.525	ULS-Set  B  (auto)/2	697.97	-53.04	-24.36	13.70	387.77	-137.04
B310	0.000	ULS-Set  B  (auto)/1	948.46	-71.60	39.12	18.49	509.37	139.02
B310	0.000	ULS-Set  B  (auto)/2	702.57	-53.04	28.98	13.70	377.31	102.98
B310	2.586	ULS-Set  B  (auto)/1	944.92	-71.60	-2.02	18.49	557.33	-46.14
B310	4.525	ULS-Set  B  (auto)/1	942.26	-71.60	-32.88	18.49	523.48	-185.01
B311	0.000	ULS-Set  B  (auto)/1	-763.19	-165.33	19.30	-1.21	427.55	230.37
B311	2.865	ULS-Set  B  (auto)/2	-561.92	-122.46	-19.42	-0.90	309.37	-180.19
B311	1.074	ULS-Set  B  (auto)/1	-761.47	-165.33	2.23	-1.21	439.12	52.76
B311	2.865	ULS-Set  B  (auto)/1	-758.60	-165.33	-26.21	-1.21	417.66	-243.25
B312	0.000	ULS-Set  B  (auto)/2	-2746.05	144.59	-153.07	-77.21	665.75	-305.51
B312	3.329	ULS-Set  B  (auto)/1	-3712.86	195.20	-259.50	-104.23	122.83	237.41
B312	3.329	ULS-Set  B  (auto)/2	-2750.27	144.59	-192.22	-77.21	90.98	175.86
B312	0.000	ULS-Set  B  (auto)/1	-3707.17	195.20	-206.64	-104.23	898.76	-412.44
B313	0.000	ULS-Set  B  (auto)/1	-915.68	-334.60	96.10	35.21	46.68	580.19
B313	3.197	ULS-Set  B  (auto)/2	-665.33	-247.85	35.66	26.08	205.38	-362.68
B313	0.000	ULS-Set  B  (auto)/2	-678.28	-247.85	71.19	26.08	34.58	429.77
B313	3.197	ULS-Set  B  (auto)/1	-898.19	-334.60	48.14	35.21	277.27	-489.61
B314	0.835	ULS-Set  B  (auto)/2	-1116.23	737.54	267.82	-89.30	537.05	300.61
B314	0.000	ULS-Set  B  (auto)/2	-1117.70	737.54	277.59	-89.30	309.29	-315.37
B314	0.000	ULS-Set  B  (auto)/1	-1508.90	995.68	374.74	-120.55	417.55	-425.75
B314	0.835	ULS-Set  B  (auto)/1	-1506.91	995.68	361.55	-120.55	725.02	405.83
B315	3.725	ULS-Set  B  (auto)/2	348.77	68.84	3.20	-22.65	264.86	158.93
B315	0.000	ULS-Set  B  (auto)/2	351.10	68.84	47.20	-22.65	171.00	-97.51
B315	0.000	ULS-Set  B  (auto)/1	473.99	92.94	63.72	-30.58	230.85	-131.63
B315	3.725	ULS-Set  B  (auto)/1	470.84	92.94	4.32	-30.58	357.56	214.56
B316	3.686	ULS-Set  B  (auto)/2	22.75	-154.04	78.06	-0.16	411.22	-290.35
B316	0.000	ULS-Set  B  (auto)/1	27.11	-207.95	164.13	-0.22	58.48	374.48
B316	0.000	ULS-Set  B  (auto)/2	20.08	-154.04	121.58	-0.16	43.32	277.39
B316	3.686	ULS-Set  B  (auto)/1	30.71	-207.95	105.38	-0.22	555.14	-391.97
B317	2.659	ULS-Set  B  (auto)/2	-116.29	93.46	2.43	-26.96	293.86	204.52
B317	0.000	ULS-Set  B  (auto)/2	-123.24	93.46	33.11	-26.96	246.60	-44.03
B317	0.000	ULS-Set  B  (auto)/1	-166.37	126.17	44.70	-36.40	332.90	-59.43
B317	2.659	ULS-Set  B  (auto)/1	-156.99	126.17	3.28	-36.40	396.71	276.10
B318	0.000	ULS-Set  B  (auto)/1	-1463.78	-483.57	-140.04	-20.76	683.16	405.97
B318	0.000	ULS-Set  B  (auto)/2	-1084.28	-358.20	-103.73	-15.38	506.04	300.72
B318	2.176	ULS-Set  B  (auto)/2	-1086.11	-358.20	-129.41	-15.38	252.38	-478.76
B318	2.176	ULS-Set  B  (auto)/1	-1466.25	-483.57	-174.70	-20.76	340.71	-646.32
B319	0.000	ULS-Set  B  (auto)/1	-2497.96	-32.84	21.99	13.58	327.10	46.41
B319	0.000	ULS-Set  B  (auto)/2	-1850.34	-24.33	16.29	10.06	242.30	34.38
B319	2.979	ULS-Set  B  (auto)/2	-1858.12	-24.33	-18.08	10.06	239.62	-38.10
B319	1.490-	ULS-Set  B  (auto)/1	-2503.21	-32.84	-1.21	13.58	342.57	-2.51
B319	2.979	ULS-Set  B  (auto)/1	-2508.46	-32.84	-24.41	13.58	323.49	-51.43
B320	2.331	ULS-Set  B  (auto)/1	-1920.67	79.53	-45.45	1.49	876.40	144.00
B320	0.000	ULS-Set  B  (auto)/2	-1423.85	58.91	-6.12	1.11	695.56	-30.65
B320	2.331	ULS-Set  B  (auto)/2	-1422.72	58.91	-33.67	1.11	649.19	106.67
B320	0.000	ULS-Set  B  (auto)/1	-1922.20	79.53	-8.26	1.49	939.00	-41.37
B321	1.629	ULS-Set  B  (auto)/1	-861.27	56.43	-21.82	7.12	505.75	41.94
B321	0.000	ULS-Set  B  (auto)/2	-636.04	41.80	3.01	5.28	385.34	-37.01
B321	1.629	ULS-Set  B  (auto)/2	-637.98	41.80	-16.16	5.28	374.63	31.06
B321	0.326	ULS-Set  B  (auto)/1	-859.17	56.43	-1.12	7.12	520.69	-31.59
B321	0.000	ULS-Set  B  (auto)/1	-858.65	56.43	4.06	7.12	520.21	-49.97
B322	0.000	ULS-Set  B  (auto)/1	-956.00	-68.66	27.19	8.40	596.88	63.21
B322	0.000	ULS-Set  B  (auto)/2	-708.15	-50.86	20.14	6.22	442.14	46.82
B322	1.752	ULS-Set  B  (auto)/1	-958.91	-68.66	-0.64	8.40	620.15	-57.11
B322	3.154	ULS-Set  B  (auto)/1	-961.24	-68.66	-22.90	8.40	603.65	-153.37
B323	0.000	ULS-Set  B  (auto)/2	-954.25	246.88	-17.40	-25.57	682.19	-110.17
B323	1.463	ULS-Set  B  (auto)/1	-1288.91	333.29	-46.86	-34.52	869.48	338.99
B323	1.463	ULS-Set  B  (auto)/2	-954.74	246.88	-34.71	-25.57	644.06	251.10
B323	0.000	ULS-Set  B  (auto)/1	-1288.23	333.29	-23.50	-34.52	920.96	-148.73
B324	0.000	ULS-Set  B  (auto)/1	-452.98	-299.44	93.81	31.11	573.59	150.28
B324	1.065	ULS-Set  B  (auto)/2	-334.51	-221.81	56.93	23.05	492.20	-124.91
B324	0.000	ULS-Set  B  (auto)/2	-335.54	-221.81	69.49	23.05	424.88	111.32
B324	1.065	ULS-Set  B  (auto)/1	-451.58	-299.44	76.86	31.11	664.47	-168.62
B325	0.000	ULS-Set  B  (auto)/1	-946.81	-98.05	19.31	7.39	574.51	109.12
B325	2.921	ULS-Set  B  (auto)/2	-697.18	-72.63	-20.00	5.47	417.24	-131.33
B325	1.298	ULS-Set  B  (auto)/1	-944.32	-98.05	-1.27	7.39	586.22	-18.18
B325	2.921	ULS-Set  B  (auto)/1	-941.20	-98.05	-27.00	7.39	563.28	-177.30
B326	4.063	ULS-Set  B  (auto)/2	-2324.74	-87.64	62.06	-68.70	10.28	-64.59
B326	0.000	ULS-Set  B  (auto)/1	-3157.91	-118.32	145.65	-92.75	-452.18	393.48
B326	4.063	ULS-Set  B  (auto)/1	-3138.40	-118.32	83.78	-92.75	13.87	-87.20
B327	0.257	ULS-Set  B  (auto)/1	-114.57	-1047.27	-224.27	-191.25	615.49	586.87
B327	0.000	ULS-Set  B  (auto)/1	-113.86	-1047.27	-220.23	-191.25	672.52	855.59
B327	0.000	ULS-Set  B  (auto)/2	-84.34	-775.76	-163.14	-141.67	498.16	633.77
B327	0.257	ULS-Set  B  (auto)/2	-84.87	-775.76	-166.13	-141.67	455.92	434.72
B328	0.000	ULS-Set  B  (auto)/1	-576.88	-1097.71	-231.83	-72.82	570.60	1049.54
B328	0.000	ULS-Set  B  (auto)/2	-427.32	-813.12	-171.73	-53.94	422.66	777.44
B328	2.033	ULS-Set  B  (auto)/2	-432.78	-813.12	-195.15	-53.94	49.71	-875.74
B328	2.033	ULS-Set  B  (auto)/1	-584.26	-1097.71	-263.45	-72.82	67.11	-1182.24
B329	0.000	ULS-Set  B  (auto)/2	-1514.45	274.93	9.56	22.82	12.98	-435.94
B329	3.242	ULS-Set  B  (auto)/1	-2061.37	371.16	-36.05	30.81	-20.00	614.84
B329	0.973	ULS-Set  B  (auto)/1	-2049.56	371.16	-1.78	30.81	22.93	-227.51
B329	0.000	ULS-Set  B  (auto)/1	-2044.50	371.16	12.90	30.81	17.53	-588.51
B330	0.000	ULS-Set  B  (auto)/1	-2175.65	-50.95	14.10	-5.69	836.84	30.39
B330	0.000	ULS-Set  B  (auto)/2	-1611.59	-37.74	10.44	-4.21	619.88	22.51
B330	2.911	ULS-Set  B  (auto)/2	-1611.60	-37.74	-23.99	-4.21	600.16	-87.36
B330	0.970	ULS-Set  B  (auto)/1	-2175.65	-50.95	-1.40	-5.69	843.00	-19.05
B330	2.911	ULS-Set  B  (auto)/1	-2175.65	-50.95	-32.39	-5.69	810.21	-117.93
B331	2.028	ULS-Set  B  (auto)/1	-1960.11	183.79	5.06	-30.00	740.33	176.88
B331	2.028	ULS-Set  B  (auto)/2	-1451.93	136.14	3.75	-22.22	548.39	131.02
B331	0.000	ULS-Set  B  (auto)/2	-1449.28	136.14	27.59	-22.22	516.61	-145.13
B331	0.000	ULS-Set  B  (auto)/1	-1956.53	183.79	37.25	-30.00	697.42	-195.92
B332	0.000	ULS-Set  B  (auto)/2	-377.55	377.25	-37.30	-18.46	368.14	-283.25
